Cluster,Size,Density,Internal weight,External weight,Quality,P-value,Members
1963,4,0.3167,1.900,9.293,0.09901,0.969699,"Q8IYW5 O15205 Q9Y5A7 Q6NSW5"
1964,3,0.3417,1.025,5.494,0.08189,0.500000,"P49005 Q9HCU8 Q68CJ6"
1965,8,0.3178,8.898,152.3,0.05022,0.997308,"Q9BPU9 Q3LI76 P0CG21 Q99932 Q3V5L5 O43593 P10745 Q4VC39"
1966,4,0.3296,1.977,24.99,0.05655,0.992931,"Q03692 A2VDF0 Q15785 Q96NG3"
1967,4,0.3016,1.809,25.27,0.05158,0.992931,"Q8NCR3 Q9UQ07 Q9NPD8 Q9HD15"
1968,6,0.3060,4.591,14.24,0.1489,0.531907,"Q9HAW8 Q9HAW7 O60656 P11511 Q9HAW9 Q8NET4"
1969,4,0.3579,2.147,47.23,0.03742,0.992931,"O00391 Q9H1C3 Q9UBM8 A0PJZ3"
1970,5,0.3133,3.133,55.36,0.04574,0.993907,"Q9BYT1 Q8WV19 Q9NR28 Q9GZP9 Q96P09"
1971,4,0.3466,2.079,33.88,0.04731,0.992931,"P07766 P34972 Q9UKJ8 Q8N387"
1972,4,0.3247,1.948,32.02,0.04642,0.943824,"Q6GPH6 Q8NE79 Q9Y625 P32249"
1973,4,0.3266,1.960,49.43,0.03300,0.903035,"Q9NU53 Q9Y278 P51809 Q96QI5"
1974,4,0.3346,2.007,24.05,0.05895,0.992931,"O43716 Q6UXN7 O75879 Q9H0R6"
1975,4,0.3033,1.820,14.72,0.07415,0.984809,"Q6B0B8 P17812 Q9NRF8 Q8N8M0"
1976,5,0.3376,3.376,20.51,0.09964,0.894962,"Q9NZL6 Q99578 P62070 Q92963 Q3MIN7"
1977,6,0.3091,4.637,59.48,0.06092,0.977336,"Q9H0C8 P49841 Q9UBK8 O14733 O96017 Q86V71"
1978,5,0.3157,3.157,35.12,0.06539,0.969949,"P16619 Q99985 O95497 Q9UKZ9 Q7Z7K0"
1979,4,0.3054,1.832,40.73,0.03623,0.992931,"Q9NS71 Q6UWQ5 Q8TAX7 Q6P9A2"
1980,4,0.3362,2.017,25.45,0.05687,0.764757,"Q9Y2C3 P16870 Q8NGY5 Q96P15"
1981,4,0.3351,2.010,35.83,0.04386,0.992931,"P08571 O00754 O95158 P17050"
1982,4,0.3287,1.972,30.82,0.04835,0.992931,"Q9Y4P8 Q9H6U6 P08218 Q9NRE1"
1983,4,0.3402,2.041,29.77,0.05127,0.969699,"Q14534 Q9Y6C5 P01911 P79483"
1984,4,0.3401,2.041,41.93,0.03927,0.992931,"Q96LR4 Q9Y5F6 Q92729 Q9NX62"
1985,4,0.3751,2.250,19.41,0.07588,0.992931,"Q9BPZ2 Q9Y657 Q86U90 Q8IZN7"
1986,5,0.3207,3.207,51.45,0.04960,0.993907,"Q92917 Q8N6T3 Q9P265 P46439 P23193"
1987,6,0.3037,4.555,73.69,0.05047,0.998474,"P28370 Q12830 P43357 Q8IXM2 Q14642 Q8WUX1"
1988,9,0.3119,11.23,130.5,0.07030,0.997641,"Q8NAF0 Q9P2N5 Q86U06 Q9Y3Y2 O14836 Q8WYQ3 O75596 Q96I82 Q5T1J5"
1989,4,0.3000,1.800,28.50,0.04700,0.992931,"P54277 Q9Y617 O95997 P98160"
1990,6,0.3442,5.164,31.35,0.1064,0.984681,"O75157 Q15714 Q99576 Q9UHY1 Q9H013 Q5VWW1"
1991,5,0.3055,3.055,36.21,0.06201,0.928164,"Q8TCN5 Q9H0F6 Q86Z02 P09455 Q8NGI2"
1992,4,0.3180,1.908,27.55,0.05094,0.992931,"Q9H2A9 Q92791 Q13445 P60827"
1993,5,0.3316,3.316,45.82,0.05607,0.952654,"Q9BTT0 P58876 O60299 P39687 Q13219"
1994,4,0.3085,1.851,33.04,0.04315,0.992931,"Q9HD45 P15382 P07093 Q8N434"
1995,4,0.3367,2.020,23.08,0.06103,0.992931,"Q8NEU8 Q9UKG1 O14908 Q9UL26"
1996,5,0.4481,4.481,21.68,0.1239,0.928164,"Q2PPJ7 Q9NXC2 Q9NYR9 Q9UK97 Q3B7J2"
1997,4,0.3051,1.831,27.64,0.04886,0.903035,"Q8NFT6 P58658 Q8IYS0 O00238"
1998,9,0.3289,11.84,89.79,0.09896,0.993291,"Q71RG4 Q9BVT8 P51452 Q96K19 O75477 O94905 P19875 Q7Z4R8 O43353"
1999,7,0.3243,6.811,32.75,0.1272,0.989275,"O43615 P08123 Q0VAM2 P02461 O75616 P02452 Q9UJU5"
2000,4,0.3583,2.150,34.17,0.04851,0.992931,"Q9UHG3 Q9Y227 Q8TCX1 Q6NUM6"
2001,4,0.3212,1.927,25.01,0.05516,0.992931,"Q9UHN1 P23378 Q02252 Q9H2A2"
2002,4,0.3661,2.197,22.41,0.06736,0.992931,"Q9H8K7 Q13163 Q7Z6B0 Q9UIK4"
2003,4,0.3294,1.977,16.17,0.07561,0.969699,"Q5MJ09 Q8IVA1 P61296 Q9H6F2"
2004,4,0.3135,1.881,27.05,0.05093,0.992931,"Q8WUH6 Q9UH65 Q7LG56 P61599"
2005,5,0.3170,3.170,63.01,0.04161,0.996692,"P68106 Q5T013 O15294 O95865 O00764"
2006,4,0.3383,2.030,12.56,0.08987,0.992931,"P52655 P62380 P52657 P06454"
2007,4,0.3227,1.936,37.40,0.04090,0.992931,"Q9BQ04 Q13351 Q9NY65 P38935"
2008,4,0.3031,1.818,24.87,0.05242,0.984809,"P63241 P52954 Q9BYP7 Q5QJ74"
2009,4,0.3165,1.899,27.58,0.05066,0.992931,"P52655 P06454 Q9NX24 O60841"
2010,4,0.3395,2.037,30.65,0.05006,0.984809,"Q6ZW76 P52737 Q9H694 Q8TDX7"
2011,4,0.3243,1.946,29.86,0.04888,0.992931,"A8MTQ0 O60548 Q7L0R7 Q3MIV0"
2012,5,0.3128,3.128,45.48,0.05336,0.993907,"P46109 P42684 Q92556 Q14185 Q13325"
2013,4,0.3148,1.889,33.63,0.04340,0.984809,"P43363 Q6UUV7 Q9P0K8 O43819"
2014,7,0.3055,6.416,35.20,0.1154,0.979543,"Q6P4H8 P33764 Q15750 P00742 Q8WXG8 P60903 P23297"
2015,6,0.3141,4.712,47.03,0.07392,0.913257,"P47224 Q9H8Y1 P20336 O95716 P20337 Q96E17"
2016,5,0.3008,3.008,44.58,0.05223,0.996692,"Q5RI15 Q9BRT2 Q9NVA1 Q96D96 Q9BX73"
2017,4,0.3088,1.853,42.03,0.03571,0.992931,"Q9BQ67 Q8IWS0 Q13415 Q9UNQ2"
2018,4,0.3230,1.938,28.31,0.05067,0.992931,"Q5U3C3 Q86WH2 Q8IWB1 Q9NY28"
2019,5,0.3034,3.034,26.90,0.07596,0.993907,"Q6IQ16 O43791 Q99836 P23378 Q9BQB4"
2020,4,0.3052,1.831,30.46,0.04546,0.992931,"Q969X1 Q7Z5B4 Q6NXT6 Q9UIK5"
2021,4,0.3283,1.970,38.24,0.04087,0.992931,"O75344 P22059 P09455 O00418"
2022,4,0.3059,1.835,18.28,0.06528,0.943824,"Q96BR5 Q5TDH0 P24387 Q92781"
2023,5,0.3477,3.477,40.08,0.06493,0.996692,"P32320 O14910 Q8WUM9 Q9NZW5 Q14168"
2024,6,0.3791,5.686,25.31,0.1323,0.655540,"Q99594 Q7Z5L9 Q14135 Q8IU81 Q9H1B7 P14316"
2025,4,0.3401,2.041,28.78,0.05257,0.992931,"Q96BR5 Q6P4E1 P24387 Q8NFL0"
2026,4,0.3426,2.056,14.61,0.08333,0.943824,"Q6Y288 P10696 P21860 Q8TE60"
2027,5,0.3065,3.065,154.7,0.01826,0.996692,"Q9P2R3 Q8TEQ0 Q63HQ0 Q9Y2H2 Q96S38"
2028,4,0.3926,2.355,31.93,0.05570,0.992931,"Q9Y4C1 Q13630 O14908 P42226"
2029,5,0.3017,3.017,19.21,0.09361,0.989214,"Q9NR21 Q9Y508 Q9Y5P3 Q7Z3E1 Q9NPY3"
2030,4,0.3431,2.059,30.03,0.05135,0.903035,"Q13608 Q8WWQ2 O43933 Q12889"
2031,6,0.3045,4.568,51.08,0.06753,0.995880,"P32519 Q8IXQ5 P49116 Q8WZ60 Q9HBD1 Q9Y251"
2032,6,0.3095,4.643,57.56,0.06257,0.977336,"L0R6Q1 Q96G79 Q9UKG4 Q8NET1 Q6P9G4 Q96EP9"
2033,6,0.3163,4.744,24.81,0.1142,0.953652,"Q9Y3E2 Q53S33 Q96GK7 A6NI73 Q86SX6 Q6P2I3"
2034,5,0.3006,3.006,5.552,0.1620,0.417266,"P28702 P55055 P48443 Q96RI1 P10826"
2035,5,0.3052,3.052,54.03,0.04550,0.996692,"P02656 Q6NSJ0 Q8NFA0 Q9NQZ7 Q96S16"
2036,4,0.3249,1.949,15.20,0.07751,0.984809,"Q96A56 Q8WYN0 O95166 O95455"
2037,3,0.3303,0.9909,14.53,0.04605,0.904785,"P43356 Q96KP6 Q5TZF3"
2038,4,0.3202,1.921,24.26,0.05622,0.992931,"P56748 Q15735 Q6ZS10 Q96FA3"
2039,4,0.3546,2.128,56.95,0.03172,0.992931,"O15047 Q8TF01 Q8N441 Q8IYS4"
2040,4,0.4048,2.429,33.03,0.05590,0.903035,"Q96I24 O94889 Q16790 P21291"
2041,5,0.3023,3.023,35.90,0.06179,0.993907,"Q9Y4G6 Q96FX7 Q96H20 Q86VN1 Q9H4X1"
2042,4,0.3358,2.015,27.32,0.05397,0.992931,"Q96MM3 Q4VC44 P50458 Q8NDZ0"
2043,4,0.3452,2.071,26.50,0.05664,0.992931,"Q96PN7 P51788 Q9H147 Q9H3R2"
2044,5,0.3189,3.189,10.32,0.1356,0.851865,"Q5T2N8 Q9NZC3 Q96KN1 Q96LI9 Q08462"
2045,5,0.3166,3.166,34.68,0.06616,0.996692,"O14656 Q99674 P17019 Q5JU69 Q8N2E6"
2046,4,0.3244,1.946,25.65,0.05468,0.984809,"Q9BV99 Q9NVQ4 Q8NB25 Q9NZQ0"
2047,5,0.3154,3.154,59.47,0.04343,0.952654,"Q7Z6J0 Q9UI08 Q86UU5 Q96FX7 O75363"
2048,4,0.3358,2.015,41.67,0.03898,0.992931,"Q9C0A6 Q6EMB2 O95997 P98160"
2049,6,0.3003,4.504,35.14,0.08722,0.977336,"Q8TDL5 P00738 Q9UGM3 Q9BQ65 Q9HAB8 Q9NPH5"
2050,4,0.3087,1.852,14.28,0.07678,0.992931,"Q8N7B6 Q5H9J7 Q9NZH6 O43734"
2051,9,0.3224,11.61,166.3,0.05924,0.989158,"Q16629 Q07955 P62995 Q8IVL5 P38159 Q9BRJ6 Q13242 Q96N46 Q9Y2Y9"
2052,5,0.3054,3.054,67.73,0.03780,0.996692,"O14492 Q9NWX5 O60551 P57737 Q9GZU0"
2053,4,0.3720,2.232,7.355,0.1269,0.843839,"P01570 P32881 Q5T764 O14879"
2054,4,0.3058,1.835,16.72,0.06911,0.764757,"Q6V9R5 Q5TA31 Q8N587 Q6ZV70"
2055,6,0.3044,4.567,46.58,0.07232,0.993467,"Q9BW91 Q9HB40 O14732 O95336 P29218 Q9NRX4"
2056,4,0.3467,2.080,37.46,0.04375,0.992931,"Q9NSU2 Q8N7P3 Q6UWW9 Q9ULC3"
2057,5,0.3063,3.063,44.14,0.05354,0.952654,"O76071 Q9Y3D0 Q96G27 Q96T76 Q9UKA1"
2058,5,0.3027,3.027,37.16,0.06032,0.989214,"P04066 Q8NBK3 Q96EG1 P15586 A8MPS7"
2059,7,0.3233,6.790,18.56,0.1725,0.399149,"Q9HCH5 Q8TDW5 Q8NFW9 O00194 P51159 Q4VX76 Q8IYJ3"
2060,4,0.3169,1.902,70.54,0.02364,0.992931,"Q8IYX1 Q96M91 Q8WXW3 Q8NCN4"
2061,9,0.3285,11.82,76.30,0.1114,0.993291,"Q66K41 Q6UXA7 O60220 P62072 Q9Y5L4 Q96BM1 P01213 Q9Y5J9 Q9Y5J7"
2062,4,0.3345,2.007,30.41,0.04965,0.992931,"Q9H6X5 P55017 O60391 Q02153"
2063,4,0.3802,2.281,23.86,0.06681,0.903035,"Q9UN79 P35711 P17097 P35712"
2064,5,0.3455,3.455,43.82,0.06032,0.969949,"Q15800 P50281 Q6ZVE7 Q92523 P07357"
2065,4,0.3039,1.824,28.63,0.04742,0.992931,"Q8N2K1 Q8IWR1 P51659 P09455"
2066,5,0.3246,3.246,69.38,0.03929,0.996692,"Q68D91 P98196 Q8NB49 Q96A57 P47900"
2067,5,0.3026,3.026,20.10,0.09136,0.894962,"Q13287 Q5VTT5 Q6ZMU5 Q7L266 Q5UE93"
2068,4,0.3035,1.821,4.407,0.1280,0.442275,"Q9BWF2 Q9BS40 Q5DX21 Q4G0Z9"
2069,4,0.3142,1.885,17.35,0.06920,0.984809,"P14416 O95219 Q5VWJ9 Q9BV79"
2070,4,0.3055,1.833,17.96,0.06595,0.992931,"A4D2B0 Q8TC99 Q9ULW8 Q14515"
2071,4,0.3438,2.063,22.95,0.06249,0.969699,"P00568 Q6Y288 Q8NGT1 P21860"
2072,4,0.3000,1.800,14.93,0.07281,0.843839,"Q5D1E8 P59910 O75674 Q7RTP0"
2073,4,0.3320,1.992,37.46,0.04198,0.992931,"P80217 Q9UIW2 Q9UBM8 A0PJZ3"
2074,4,0.3030,1.818,25.45,0.05155,0.992931,"Q8IYV9 Q9NZC3 Q96KN1 Q92604"
2075,4,0.3192,1.915,19.52,0.06506,0.992931,"O15550 Q6ZW49 Q8NEL9 Q9BTK6"
2076,5,0.3267,3.267,48.74,0.05268,0.996692,"Q04844 Q8TE99 Q3SY77 O95264 Q50LG9"
2077,5,0.3089,3.089,51.22,0.04803,0.996692,"A0AVT1 Q05084 P15374 P52788 Q9H078"
2078,4,0.3135,1.881,23.08,0.05706,0.992931,"Q92791 Q9Y215 P60827 Q9BXT5"
2079,4,0.3116,1.870,21.37,0.05984,0.992931,"Q5SYC1 Q99447 P21266 Q13057"
2080,4,0.3466,2.080,31.35,0.05020,0.992931,"Q9NQS7 Q96GD4 Q9UQB9 Q02388"
2081,4,0.3205,1.923,25.59,0.05414,0.992931,"P54829 P42658 P05496 Q9C0B6"
2082,5,0.3267,3.267,25.23,0.08488,0.989214,"Q9NPJ4 Q9NPI6 Q8IU60 Q8TAP8 Q16651"
2083,4,0.3238,1.943,51.32,0.03171,0.903035,"O15056 Q96B97 Q9NZZ3 Q9ULE3"
2084,4,0.3031,1.818,37.93,0.03808,0.992931,"Q96RL1 Q6NVV7 Q9BY49 Q5T8I9"
2085,4,0.3780,2.268,31.15,0.05475,0.992931,"Q16206 Q8TC92 Q6ZN57 Q8N5L8"
2086,9,0.3048,10.97,83.09,0.09793,0.999457,"Q15173 Q15172 Q5TF21 Q9Y4K1 P56704 Q76NI1 Q16537 Q8N2R8 Q9H246"
2087,4,0.3851,2.311,13.07,0.09885,0.764757,"P15559 P55263 Q02763 P40261"
2088,4,0.3215,1.929,17.29,0.07086,0.943824,"Q6ICL3 Q9UIC8 P42574 P12955"
2089,4,0.3333,2.000,25.10,0.05698,0.992931,"Q9H1K4 Q96JJ7 Q9UNK9 Q9H936"
2090,3,0.3037,0.9112,9.127,0.05682,0.985452,"Q9NZ09 Q8WWR8 Q8NEZ2"
2091,3,0.3666,1.100,7.332,0.07622,0.904785,"B1AK53 Q96AX2 Q9UI46"
2092,4,0.3056,1.834,15.03,0.07376,0.557383,"Q96HZ4 Q04724 P19622 Q14469"
2093,4,0.3654,2.192,14.12,0.09018,0.969699,"P25686 Q8NHS0 Q9NVW2 Q9H0W7"
2094,4,0.3021,1.812,16.05,0.07007,0.992931,"P45379 P13805 O95561 P0C264"
2095,5,0.3021,3.021,40.45,0.05649,0.996692,"Q9H7P9 Q9UBY9 Q5VWQ8 Q7Z6G8 Q14315"
2096,3,0.3308,0.9925,8.007,0.06617,0.904785,"Q76G19 Q6XD76 Q9UJW3"
2097,3,0.3257,0.9771,5.783,0.07657,0.808633,"Q99767 Q9NVW2 Q8N7X4"
2098,4,0.3754,2.253,24.73,0.06440,0.903035,"P55809 P40925 P35754 Q9BYC2"
2099,5,0.3346,3.346,25.73,0.08562,0.928164,"Q02218 P82909 Q9ULD0 P0C7Q2 Q8N3R3"
2100,7,0.3605,7.570,44.71,0.1142,0.937399,"Q96EX3 Q14204 O14576 Q9NP97 P51808 O43237 Q8WU43"
2101,7,0.3017,6.336,34.66,0.1152,0.979543,"Q9H008 P07902 P0DPK4 Q9UHV2 P51580 Q9H3S4 Q9H1R2"
2102,4,0.3704,2.222,22.41,0.06810,0.969699,"Q86VW0 Q96NB3 Q969Q4 Q9NYF0"
2103,4,0.3110,1.866,24.75,0.05390,0.992931,"Q9NTM9 Q9NZN9 Q6IA69 Q9UIM3"
2104,5,0.3265,3.265,24.50,0.08645,0.952654,"O75808 Q8N6M9 Q9NWF9 P45974 P55042"
2105,5,0.4456,4.456,15.39,0.1493,0.798302,"Q8WTP9 P02655 Q9HAU8 P56555 Q86T23"
2106,7,0.3059,6.424,18.88,0.1635,0.695360,"Q99594 Q15562 P28347 Q9GZV5 Q14135 Q8N1H7 Q15814"
2107,4,0.3046,1.827,15.65,0.07173,0.984809,"P54368 O14977 P11926 Q6PCE3"
2108,7,0.3056,6.417,56.48,0.08346,0.979543,"Q02108 Q86WW8 Q86SG5 P31151 Q5SY68 Q8N431 Q06828"
2109,7,0.3081,6.470,43.02,0.1019,0.998917,"Q9BVI0 Q9P2N6 Q9H9L4 Q7Z3B3 A8MW92 Q9H7Z6 Q8N5Y2"
2110,4,0.3159,1.896,10.59,0.09252,0.764757,"O60422 Q99828 Q7Z402 Q6UXY8"
2111,4,0.3188,1.913,44.24,0.03532,0.992931,"O75325 O14672 Q6UXM1 P57727"
2112,7,0.3043,6.390,104.8,0.05106,0.999299,"Q9BV57 P48147 Q9UHQ4 Q9NPH2 P04075 P30084 Q9H009"
2113,7,0.3077,6.462,6.980,0.2355,0.0365025,"P50225 Q9BR01 Q8TAM6 O00338 P0DMM9 P0DMN0 Q6IMI6"
2114,5,0.3019,3.019,31.44,0.06791,0.996692,"Q96B01 Q8TBZ3 O75317 P58304 Q9BQS6"
2115,4,0.4407,2.644,4.466,0.1750,0.667497,"Q3SYA9 Q9H254 P58335 P14921"
2116,4,0.3288,1.973,19.16,0.06771,0.969699,"Q9NUP7 P49915 Q9UL18 Q9UKV8"
2117,4,0.3239,1.943,33.69,0.04453,0.992931,"P13535 Q9UKX3 Q9ULL1 Q9C0J9"
2118,4,0.3008,1.805,27.18,0.04879,0.992931,"P51575 Q6P2P2 Q9H4A5 Q8NDZ4"
2119,3,0.4183,1.255,9.382,0.07543,0.985452,"O76036 Q9Y2Q3 Q9NX31"
2120,4,0.4005,2.403,30.54,0.05869,0.992931,"O43196 O75602 P03886 P49281"
2121,6,0.3705,5.558,50.24,0.08198,0.984681,"P06746 P21953 Q8IW19 Q9NUW8 P12643 P12694"
2122,4,0.3529,2.118,36.04,0.04588,0.992931,"Q15326 Q6ZV73 Q15392 P04062"
2123,4,0.3327,1.996,41.87,0.03849,0.992931,"O75460 P30531 Q8N3H0 O95461"
2124,4,0.3499,2.100,41.18,0.04095,0.992931,"O75460 P30531 Q8N3H0 Q9Y274"
2125,4,0.3040,1.824,22.69,0.05611,0.992931,"Q1L5Z9 Q9HBF4 Q8NHS0 Q8IXQ3"
2126,4,0.3333,2.000,31.89,0.04774,0.969699,"Q01113 Q8NC67 Q9H0V1 Q96MM7"
2127,6,0.3072,4.608,74.05,0.05083,0.953652,"P05154 O43149 Q5T447 O15123 Q14213 Q7L0Y3"
2128,9,0.3188,11.48,105.4,0.08508,0.999001,"O00182 Q3B8N2 P51790 P51795 Q96KB5 Q5VZM2 Q9HB90 Q9UBG0 P19256"
2129,4,0.3183,1.910,27.35,0.05125,0.992931,"Q8IYL2 P16473 P14138 P00797"
2130,4,0.3411,2.047,35.80,0.04464,0.992931,"Q8N9E0 O75822 Q12894 P61221"
2131,4,0.3493,2.096,64.30,0.02817,0.992931,"Q96RK0 Q5JTW2 P07949 Q6NXT2"
2132,4,0.3075,1.845,18.63,0.06479,0.992931,"Q8IXI1 P0CG48 Q8IXI2 P60604"
2133,5,0.3221,3.221,63.24,0.04213,0.996692,"Q0D2K3 P59942 Q7Z419 Q16719 Q5VVH5"
2134,4,0.3909,2.346,8.584,0.1239,0.984809,"P54284 Q99502 Q02641 Q08289"
2135,3,0.3705,1.111,12.51,0.05664,0.985452,"Q9Y5N6 P16220 Q6UUV9"
2136,5,0.3298,3.298,26.60,0.08266,0.989214,"Q9NPJ4 Q9NPI6 Q8IU60 Q8TAP8 Q8NDX9"
2137,4,0.3042,1.825,3.254,0.1395,0.332503,"Q96LD8 P15882 P52757 Q7M4L6"
2138,4,0.3113,1.868,17.65,0.06787,0.969699,"P48735 Q9P0J7 Q5W186 Q6MZW2"
2139,4,0.3462,2.077,40.22,0.04130,0.992931,"Q01449 P59942 Q16719 Q7L2R6"
2140,4,0.3442,2.065,28.54,0.05348,0.969699,"Q15274 Q9Y520 P52951 Q14549"
2141,4,0.3429,2.057,12.31,0.09199,0.943824,"Q9NQT6 P49810 P53041 Q70EL2"
2142,5,0.3149,3.149,75.77,0.03541,0.996692,"Q9BW19 Q86XP3 Q8TF01 O75151 Q9NPA8"
2143,4,0.3101,1.861,44.22,0.03440,0.992931,"Q96RP9 P58557 O15382 Q8NE62"
2144,4,0.3643,2.186,30.11,0.05424,0.992931,"O43716 Q8NCN5 O75879 Q9H0R6"
2145,3,0.7488,2.246,4.414,0.1774,0.808633,"Q5TYW2 Q5SQ80 Q4UJ75"
2146,5,0.3157,3.157,26.40,0.07982,0.981643,"P17540 P12532 Q96DX5 Q8WXF5 P06732"
2147,5,0.3198,3.198,40.86,0.05915,0.996692,"Q6P5S7 O75920 O75427 Q8IVQ6 A1L3X0"
2148,3,0.3602,1.080,15.43,0.04801,0.959572,"Q6W0C5 Q96PU4 Q4ZG55"
2149,8,0.3087,8.643,38.87,0.1361,0.886427,"P46976 P11216 Q04446 P06737 P11217 Q5SY80 O15117 O95803"
2150,4,0.3075,1.845,34.22,0.04187,0.992931,"Q9GZZ9 Q9BY49 P62857 Q13564"
2151,4,0.3212,1.927,25.98,0.05368,0.984809,"Q8N687 P35556 P03952 Q9NZL3"
2152,4,0.3484,2.090,46.23,0.03711,0.984809,"O14530 O15442 A6NHL2 P10589"
2153,4,0.3633,2.180,41.94,0.04183,0.992931,"O75460 P30531 Q8N3H0 P42702"
2154,7,0.3179,6.677,77.59,0.06795,0.992403,"P47901 Q86YS7 O43427 P80370 Q12767 O00548 P35225"
2155,4,0.3201,1.921,24.36,0.05603,0.992931,"Q9Y2F5 Q9NVM4 Q8NA92 Q9BUW7"
2156,5,0.3086,3.086,52.44,0.04710,0.996692,"P51948 P18074 P51530 Q96G46 O75366"
2157,4,0.3855,2.313,23.53,0.06834,0.903035,"Q15435 P68543 P41236 Q5TID7"
2158,4,0.3113,1.868,14.30,0.07728,0.969699,"Q6ZPD9 O75112 P61916 P13671"
2159,4,0.3653,2.192,34.59,0.04894,0.984809,"Q96Q35 Q8TCE9 Q8IUI8 Q5JR12"
2160,4,0.3294,1.976,22.00,0.06180,0.992931,"O95057 Q9Y2H5 Q9UHQ7 Q14940"
2161,3,0.4450,1.335,22.90,0.04416,0.985452,"Q9BQ61 Q9BUJ2 Q9H4Z3"
2162,4,0.3425,2.055,28.99,0.05263,0.992931,"Q9UNN5 Q7Z739 Q8WU90 P82970"
2163,4,0.3432,2.059,36.15,0.04455,0.992931,"Q02086 Q16656 Q9NSI6 Q9BXC9"
2164,4,0.3254,1.952,24.21,0.05714,0.969699,"P42785 Q9NVS9 Q99551 Q8TCJ0"
2165,5,0.3465,3.465,34.62,0.07205,0.851865,"Q8NCW5 P11216 Q9H993 O95803 Q9UBR1"
2166,4,0.3508,2.105,25.70,0.05877,0.984809,"Q9UJX0 Q9NUI1 P48507 P27815"
2167,4,0.3046,1.827,25.78,0.05132,0.992931,"Q9Y5P8 Q9NVR7 O94988 P05111"
2168,4,0.4872,2.923,21.01,0.09153,0.903035,"Q9Y6Y0 Q14558 O60256 P21108"
2169,4,0.3785,2.271,25.03,0.06432,0.984809,"P19474 Q8IZW8 O15296 Q13588"
2170,4,0.3651,2.191,8.631,0.1164,0.442617,"P43235 O76096 P07711 Q5NE16"
2171,5,0.3131,3.131,47.37,0.05175,0.969949,"Q6MZM9 Q9BQG2 A3KMH1 Q96LD4 Q9UQB3"
2172,4,0.3471,2.083,21.18,0.06662,0.943824,"Q92989 Q8NCE0 Q9C091 Q9BSV6"
2173,4,0.3220,1.932,28.68,0.05005,0.992931,"Q8N5J2 Q8NCS7 Q5TZ20 Q8NGN2"
2174,4,0.3317,1.990,27.99,0.05241,0.992931,"Q96PN7 P51788 Q9H147 O60683"
2175,5,0.3063,3.063,48.54,0.04973,0.952654,"Q9BVL2 O15440 Q96AX9 Q96A73 Q9BSD7"
2176,5,0.4950,4.950,9.345,0.2038,0.265435,"P42330 P52895 Q04828 P51857 P17516"
2177,4,0.3518,2.111,121.0,0.01610,0.984809,"P08727 Q9UGP5 P40617 P51617"
2178,4,0.3096,1.857,29.28,0.04746,0.992931,"Q86V42 O96020 Q155Q3 Q96EM0"
2179,4,0.3725,2.235,27.72,0.05889,0.903035,"P81534 Q02338 Q9Y2C3 Q8NGY5"
2180,15,0.3001,31.51,267.2,0.09585,0.999971,"O95433 Q96D46 P22314 P41252 P08243 P27361 Q05048 P07814 Q9P2J5 Q06210 P41250 Q14376 P49588 Q6P3X3 Q9NZL4"
2181,4,0.3548,2.129,28.48,0.05514,0.992931,"P00742 Q02509 Q86T03 Q8N4L2"
2182,12,0.3062,20.21,117.2,0.1252,0.999902,"Q6QNY1 P78537 Q969J3 O43504 Q96FH0 Q8TDM0 Q96B45 Q0VGL1 Q8NEV8 O15350 Q9UHA4 Q8N945"
2183,5,0.3243,3.243,17.14,0.1068,0.928164,"Q8IXS8 O15217 Q86TV6 Q96LR7 Q9BYI3"
2184,4,0.3155,1.893,30.56,0.04681,0.992931,"O95561 Q13868 P0C264 Q8N8N7"
2185,6,0.3151,4.727,48.22,0.07278,0.989880,"Q86VI3 Q03112 P12829 O75161 P08590 P05976"
2186,3,0.4957,1.487,11.71,0.07748,0.985452,"Q58A45 Q504Q3 Q9H361"
2187,4,0.3216,1.930,28.84,0.04978,0.992931,"Q0D2K0 Q8TAZ6 O00590 P34981"
2188,4,0.3239,1.943,32.94,0.04532,0.992931,"O14493 Q99735 Q86T13 P32942"
2189,4,0.3087,1.852,26.62,0.05078,0.903035,"Q15631 Q9Y3F4 Q6ZVM7 Q7Z422"
2190,5,0.3088,3.088,61.90,0.04118,0.981643,"P07510 Q13596 Q8NFR7 Q8TCP9 Q8WX77"
2191,5,0.3453,3.453,26.94,0.08547,0.996692,"Q5SSQ6 O00192 P55289 P26232 P55286"
2192,4,0.3216,1.930,28.01,0.05086,0.903035,"Q8NHP8 Q9Y3F4 Q6ZVM7 Q7Z422"
2193,3,0.3881,1.164,10.95,0.06426,0.808633,"Q969H0 Q9UKT8 Q9H6K5"
2194,4,0.3049,1.829,27.11,0.04952,0.992931,"Q68G75 P62952 Q96PL5 O60669"
2195,3,0.4376,1.313,2.962,0.1278,0.808633,"Q9BXJ0 P43080 Q96PH6"
2196,5,0.3097,3.097,43.94,0.05430,0.981643,"O94818 Q8NA42 Q96MY1 Q5JVG2 O14628"
2197,4,0.3211,1.927,23.86,0.05702,0.903035,"Q5T6F0 Q9H2J4 Q8IXV7 Q8TDY3"
2198,4,0.3520,2.112,26.42,0.05782,0.969699,"Q9NYH9 Q7Z628 P24394 O75794"
2199,8,0.3021,8.458,69.48,0.09003,0.921873,"P98179 P38159 Q15415 P07101 Q9Y5E9 P0DJD3 A6NEQ0 P32754"
